brand,model,img_url,2014_jan,2014_feb,2014_mar,2014_apr,2014_may,2014_jun,2014_jul,2014_aug,2014_sep,2014_oct,2014_nov ,2014_dec,2015_jan,2015_feb,2015_mar,2015_apr,2015_may,2015_jun,2015_jul,2015_aug,2015_sep,2015_oct,2015_nov ,2015_dec,2016_jan,2016_feb,2016_mar,2016_apr,2016_may,2016_jun,2016_jul,2016_aug,2016_sep,2016_oct,2016_nov ,2016_dec,2017_jan,2017_feb,2017_mar,2017_apr,2017_may,2017_jun,2017_jul,2017_aug,2017_sep,2017_oct,2017_nov ,2017_dec
Lava,X19,https://cdn2.gsmarena.com/vv/pics/lava/lava-x19.jpg,14981,5915,12348,14570,11742,5378,9899,11528,12626,10666,6651,8435,6525,7153,12594,12138,10629,14264,9864,10065,11747,10824,6062,12698,6715,12279,5583,10074,11971,12021,6498,9395,13733,9306,14131,5964,11695,10646,9869,10128,10689,9772,11410,7931,5955,13119,5693,11935
Lava,A55,https://cdn2.gsmarena.com/vv/bigpic/lava-a55.jpg,8630,9512,9896,12753,11600,10225,14324,10410,9231,10673,14035,10861,7123,13517,7065,5563,9655,9428,8321,14919,12105,8340,12824,12783,7638,7772,9191,9284,6373,11098,12146,12196,6317,10934,9698,6635,8516,13121,8947,9083,6373,13685,10654,5908,8927,8507,8130,8320
Lava,A50,https://cdn2.gsmarena.com/vv/bigpic/lava-a50.jpg,11271,13620,11691,11558,14140,11721,8223,14183,5577,14409,5573,7841,14163,7385,7893,9781,9058,13451,11429,12195,8863,9784,10864,12546,11483,14033,10522,12013,6923,11607,9012,11601,11499,13439,7672,12256,11324,7733,5953,6935,7105,12650,12914,13061,13222,12178,11333,12834
Lava,X50 Plus,https://cdn2.gsmarena.com/vv/bigpic/lavax50-plus.jpg,5566,6333,6875,12307,10408,13836,14759,9819,10888,8419,8783,13353,5879,8710,11060,14337,13814,7968,12229,9007,8877,10260,8545,13988,13216,12258,7226,7616,5926,7021,10629,6951,8823,8415,12312,12567,14264,6162,13861,13822,12520,8627,6460,14573,7293,6643,7376,14305
Lava,X41 Plus,https://cdn2.gsmarena.com/vv/bigpic/lava-x41-plus.jpg,11739,12867,7599,10877,14034,6475,10985,5997,7472,5717,14354,13111,12566,6143,13803,14753,11117,7484,7916,9083,12490,7750,13581,11028,11139,8057,13558,13333,8240,12841,5221,8021,5744,12618,7692,12453,14061,13093,14341,13227,14553,7343,12764,14398,11740,6666,12045,13745
Lava,A51,https://cdn2.gsmarena.com/vv/bigpic/lava-a51.jpg,14275,13977,7907,5463,14524,11388,10039,14260,14301,5595,10359,6971,14277,13334,10007,13156,14140,13211,6416,14397,11636,6670,6834,7092,7482,7356,13731,7214,9811,6225,14275,13126,12941,9019,11189,5499,8646,5985,13362,13197,7607,6372,11817,5096,7478,11731,10733,10313
Lava,A76+,https://cdn2.gsmarena.com/vv/bigpic/lava-a76-plus.jpg,6235,10927,8902,11501,11418,5687,11393,5038,11951,7692,10419,8180,13592,8471,6787,10564,6366,6694,10857,5477,7806,6237,8349,8113,14572,9567,11940,13502,7522,8092,14745,14422,10086,9686,8408,11910,12784,14091,9844,10950,5188,5423,6131,7317,5406,14634,7561,13796
Lava,A97,https://cdn2.gsmarena.com/vv/bigpic/lava-a97.jpg,13102,13974,14326,8214,13122,5996,7251,7880,7263,9388,7683,9496,7868,10832,6465,13586,13815,6952,12409,8834,12621,5878,8605,5771,13354,5049,8101,13021,10700,14315,8616,5281,5691,6084,7503,5827,12611,7322,13879,10962,8990,7583,11235,11839,5695,11915,12603,10003
Lava,X28,https://cdn2.gsmarena.com/vv/pics/lava/lava-x28-2.jpg,9534,9019,11822,7775,14059,12088,8649,6581,9353,10744,9883,13019,10375,7170,11412,6799,14047,6580,8849,13094,5203,6552,13114,12477,8487,14840,6124,5546,6373,10754,13192,9192,7234,8508,10633,8960,5285,7510,8878,7183,6981,6005,5147,11253,8587,8189,10470,6432
Lava,P7+,https://cdn2.gsmarena.com/vv/pics/lava/lava-p7p.jpg,14724,12054,7261,11548,9468,7111,5435,6384,9195,6257,7627,8914,9427,9980,6877,6768,14942,5776,7512,13435,14837,5886,13649,6221,5310,12285,8022,11810,9574,13790,7224,10664,8357,8871,8680,5040,12381,8277,13820,8538,9787,6703,9028,12182,5744,8085,7839,7836
Lava,A48,https://cdn2.gsmarena.com/vv/pics/lava/lava-a48.jpg,7244,6321,5231,7852,12023,8852,8884,14865,7589,11895,11862,10911,7668,14158,13300,6938,7965,5251,12327,9154,10156,8458,7478,11236,5523,13202,7677,10884,13430,6649,11676,9988,13610,9862,12257,8046,10927,12886,12814,6716,11875,10716,9851,7431,13831,5497,10516,5180
Lava,X38,https://cdn2.gsmarena.com/vv/pics/lava/lava-x38.jpg,9183,13729,12296,9797,6308,10356,5472,13780,13564,6627,8056,14821,9092,13261,6877,13190,11976,10192,11969,13392,13498,5042,8385,14553,8427,8000,5489,10836,8604,9959,9494,11969,10979,8917,6445,13073,8006,14618,10737,13237,7459,9194,14988,8407,8155,5661,7141,5500
Lava,A32,https://cdn2.gsmarena.com/vv/pics/lava/lava-a32.jpg,10487,6123,12580,13955,8214,5938,9376,14512,10891,14645,7664,11920,9884,11466,12356,9500,14693,9209,5014,5819,12025,13199,14330,13827,6191,7546,9644,8364,13994,10262,8896,11087,12732,14136,5833,7687,14921,8497,13386,9375,12290,14268,12184,5520,10168,14717,12180,11712
Lava,A68,https://cdn2.gsmarena.com/vv/pics/lava/lava-a68.jpg,6338,9871,8721,13860,8788,13713,6688,11174,10057,11094,5907,8319,14500,10624,12365,13280,10430,10976,9356,9019,11404,8505,5614,12179,6122,5358,10652,7741,13254,10294,14107,12077,13975,5575,5580,7619,13514,12575,14804,7705,6568,9576,13964,11600,8283,8391,14322,12195
Lava,X50,https://cdn2.gsmarena.com/vv/pics/lava/lava-x501.jpg,7778,10618,9726,8987,6056,14454,14050,8616,7490,13228,13287,11747,10475,10070,9243,6224,8095,7971,6771,5615,5655,13573,6588,11403,11408,11475,7801,14413,14733,7932,10388,5948,6466,11971,5527,11654,13608,11717,5362,6588,10582,9059,12111,6264,13207,8729,12870,11308
Lava,X17,https://cdn2.gsmarena.com/vv/pics/lava/lava-x17.jpg,13038,5352,10976,14988,14148,12683,13422,5480,8807,14599,10839,12861,6844,6730,14431,14513,6099,13506,5129,8123,8049,11246,5485,14288,12497,9662,13270,8932,10056,12119,9531,8822,9681,13735,13260,14858,14861,14343,14426,11782,14074,6501,7189,11176,13578,13455,6443,9354
Lava,X81,https://cdn2.gsmarena.com/vv/pics/lava/lava-x81.jpg,10978,6974,8282,8673,13450,6441,9523,8988,6681,7717,13968,14687,11715,12480,9372,12657,7775,14948,5522,12846,10763,13353,12689,11377,9903,6063,11887,10454,13638,8896,5262,12718,9917,6516,8518,7363,10440,5113,9321,14503,7014,7386,10428,5757,5026,9832,9797,13243
LeEco,Le Pro3 Elite,https://cdn2.gsmarena.com/vv/pics/leeco/leeco-le-pro3-elite.jpg,6145,9775,14869,6250,5226,8652,11040,6866,6988,12737,5627,10413,6313,7738,8639,9552,5508,12989,10335,7706,11983,9882,14254,6200,9657,8400,9460,11812,11792,12050,5494,5862,13086,11891,8326,8271,12637,5376,14939,9927,8122,9442,10286,10063,12157,7214,12199,10325
LeEco,Le S3,https://cdn2.gsmarena.com/vv/pics/leeco/leeco-le-s3-1.jpg,14999,8175,10015,8779,7259,11955,11158,11323,13359,8886,7521,10797,6010,5211,10661,12185,7916,14540,5448,10961,5433,14320,8680,9657,13501,6230,11915,7102,14041,13263,13718,11321,13419,7451,8685,12550,8760,14678,12226,13586,7882,11154,7897,5660,11975,5693,14761,9087
LeEco,Le Pro3,https://cdn2.gsmarena.com/vv/pics/leeco/le-pro3-4.jpg,11552,5344,14276,14058,9587,10404,13864,11590,8358,11752,9254,8574,8218,12152,6930,6174,9646,12153,6626,8903,12288,12131,13089,13032,10929,12788,10055,8021,12833,8030,11944,5695,6850,14122,13006,7174,11572,13060,7055,9193,10286,7228,12867,14015,11330,10475,5176,9128
LeEco,Le Max 2,https://cdn2.gsmarena.com/vv/pics/leeco/le-max2-5.jpg,10482,14893,9009,9865,6904,14170,9681,10537,5315,10314,9387,5191,8568,13677,13165,12074,8208,12877,14760,14669,8014,14413,11630,6682,8226,10088,14442,9484,12203,10765,6898,9110,13096,11672,6104,13297,11501,5949,11877,14598,7409,14976,5275,5019,10388,10133,13687,7416
LeEco,Le 2 Pro,https://cdn2.gsmarena.com/vv/pics/leeco/le-eco-le2.jpg,5638,6677,7719,6850,8845,9028,13725,9334,12764,5853,6318,7186,11919,11372,9861,6710,9895,12671,6969,5267,11326,6101,10774,10129,12314,13991,6181,6652,5625,11328,14327,12230,8747,8565,12719,6922,11225,11176,6291,14237,5586,9968,5377,13095,7434,11353,12730,6868
LeEco,Le 2,https://cdn2.gsmarena.com/vv/pics/leeco/le-eco-le2.jpg,14900,8225,7096,7272,8621,6806,8285,5311,12489,12548,11706,11441,13347,13130,14887,12617,7537,10243,7934,13272,14691,7464,5555,12031,9125,8640,7906,14299,13247,10923,6964,7905,11377,9105,7965,6635,14444,13972,5717,14129,8527,14992,14000,12736,11928,11848,11591,11916
LeEco,Le Max,https://cdn2.gsmarena.com/vv/bigpic/letv-le-max.jpg,8626,11329,11581,6811,11730,10644,10759,11197,5330,9502,12673,13536,11727,13229,8993,5109,12903,12069,9682,14828,9654,10755,7537,8957,6838,12007,8049,6070,12952,12108,9381,7830,12147,14436,12816,10140,6888,9324,7001,6290,5166,10322,9446,5678,9643,10227,12781,9133
LeEco,Le 1s,https://cdn2.gsmarena.com/vv/pics/leeco/letv-le-1s-3.jpg,9763,14804,14902,14282,12334,8916,9282,6857,14702,5007,12118,8476,9945,11536,12733,9253,7562,7763,11863,12430,5056,7935,11209,6840,10295,6129,14158,14344,9891,14972,12718,9579,6227,11317,7898,11744,8772,6873,12192,12949,10008,10798,12414,12954,14136,6771,9959,11788
vivo,Y25,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-y25-3.jpg,7906,7998,10452,5147,12191,5448,12466,12405,12159,7400,9303,13006,11205,9583,5626,13716,10499,11253,12745,9817,5583,12130,11927,14145,14905,7640,8814,11715,7653,10315,11789,9530,11283,6348,11066,5811,11108,8845,11337,12167,5262,10361,8600,5285,11463,13521,8490,10535
vivo,Y55s,https://cdn2.gsmarena.com/vv/bigpic/vivo-y55s.jpg,9153,5054,11379,14729,7961,7784,14363,14798,10725,5818,11161,9995,7610,12217,5261,11029,7831,10784,5290,11808,12972,6808,9089,12171,7039,10058,9679,6402,14602,14247,6504,5286,6687,14072,5955,5531,7048,8579,13815,12987,6319,7125,14861,12587,12374,14445,9408,8211
vivo,V5 Lite,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-v5-lite3.jpg,11530,10128,11610,5379,11101,12890,12196,14963,6213,13103,10094,6052,6794,6736,13721,8775,13261,6284,13857,10314,11093,5733,12892,5207,5689,5829,6119,9895,12228,11337,6851,6486,5820,12267,12970,13894,12800,10555,9556,5069,7925,9918,14452,12801,12664,14086,10054,9872
vivo,V5 Plus,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-v5-plus3.jpg,13972,10517,14920,13258,5575,11409,12217,10539,10137,11743,12886,6993,9882,7211,12113,11076,10927,6807,5398,12029,13712,12400,13082,8775,10287,8696,10872,11814,10892,9223,14832,5212,11151,14636,14605,14109,7795,5513,7263,6015,9218,13204,7717,12961,11071,11173,6709,6396
vivo,Y67,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-y67-1.jpg,10706,5845,7232,6794,8148,14657,11091,8560,7803,10626,12525,10218,13291,10819,8661,13764,12555,6053,9085,11481,9343,10372,11603,10113,11751,7718,13246,6254,11464,11096,6229,12822,5143,5920,6045,8358,6759,5270,5191,13419,6731,12090,12054,10739,11373,9523,5256,7030
vivo,Xplay6,https://cdn2.gsmarena.com/vv/bigpic/vivo-xplay6.jpg,9944,11085,5289,6136,7221,5265,12810,12407,13371,10295,5281,11034,10099,13559,9826,14468,6125,10839,6865,10102,9875,14419,12108,14535,8275,10518,9096,12199,11179,13008,11838,5290,12475,7712,7104,11842,9690,11165,11580,8975,9714,13144,12122,5776,14528,10798,6262,13531
vivo,X9 Plus,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-x9-plus-2.jpg,10015,5946,13938,14980,5513,5903,6737,9703,7734,14349,12808,8806,13509,13246,5048,5452,14069,11854,14815,13066,5454,9340,10847,13104,12491,9602,10543,7770,10503,5065,12458,8530,7281,11015,6729,6700,14537,7804,5036,14594,6935,9192,7239,7382,8892,14006,7729,5511
vivo,X9,https://cdn2.gsmarena.com/vv/bigpic/vivo-x9-.jpg,10375,13604,9410,12118,8565,9994,6313,9559,14291,8768,7015,8079,13759,11103,11237,11267,14256,10814,12572,13863,9761,12276,8712,12355,10477,6399,13125,7196,13936,9411,13525,9366,9361,10264,11450,5228,7124,5363,11509,12805,12774,14512,5122,9778,5500,9835,12512,7518
vivo,V5,https://cdn2.gsmarena.com/vv/bigpic/vivo-v5.jpg,13578,8065,11775,8616,13013,10155,7509,13389,5853,10886,14491,5642,14115,13037,12281,14767,11607,6160,5177,6762,8638,6654,10126,6128,14156,14096,7661,13520,13312,8669,13745,11326,13684,8819,9930,8190,8021,13085,12020,5477,9019,11723,7331,12523,10322,14294,8152,14188
vivo,X7 Plus,https://cdn2.gsmarena.com/vv//pics/vivo/vivo-x7-plus-1.jpg,6437,8648,14852,12607,10479,12945,13234,8700,12754,9137,6466,5302,8056,14394,7393,13570,9167,6655,11122,12957,14219,14334,5472,13690,6906,7399,5724,7937,10015,11820,14923,13381,10906,11851,14509,9041,5960,14546,14363,7916,12947,13990,13647,6142,10886,10943,8169,5410
vivo,X7,https://cdn2.gsmarena.com/vv/bigpic/vivo-x7.jpg,7027,10002,6331,11872,12360,12852,9106,6877,14707,13768,5204,12043,11356,13036,5891,11832,13687,11334,11542,10760,11000,7401,5198,12657,7403,6122,6948,13669,7182,14894,14713,9678,14264,11115,12707,12880,10723,5731,10456,11742,9132,13433,5956,14227,12641,8362,12710,10243
vivo,V3Max,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-v3-max.jpg,12453,11942,11906,5899,9785,13080,7360,6224,7644,6826,13994,11106,12343,14158,14221,12546,10407,9616,6973,11468,9313,5942,6752,13692,6489,8005,6214,8773,6372,11619,9141,10647,5196,10061,6028,14505,13666,12563,9899,6430,10913,8358,9634,14663,8876,14555,11517,7113
vivo,V3,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-v3.jpg,13578,5919,11305,12483,6259,13111,5035,10946,11183,9168,14061,12642,8758,14139,7932,11382,14910,10669,7097,11091,10875,9008,12476,13100,7119,11137,10562,8580,10609,9062,11456,8464,11615,8028,7423,5433,13949,11574,8098,10410,9603,5085,13873,12264,7990,6544,7616,12814
vivo,X6S Plus,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-x6s-plus.jpg,9762,10766,9912,6130,6329,9583,12227,12424,6013,7921,12097,13343,8515,7966,12437,7704,9167,8423,7287,10382,13208,5985,13928,8530,13099,14604,11349,12922,11525,6424,14629,11362,7325,14867,7255,14621,11703,5261,11753,13075,12454,6305,6195,9776,10131,5223,7847,10902
vivo,X6S,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-x6-2.jpg,9152,8324,11761,10869,12371,6718,9516,11311,10315,14185,13249,9443,8728,14578,13919,5969,10472,6968,8522,14840,7901,8991,8168,9102,12625,10582,9585,10884,14000,6500,7947,8752,6358,6739,5553,8899,13310,13548,14488,6496,11045,7226,9795,9489,8959,11396,11916,10359
vivo,Xplay5 Elite,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-xplay5-2.jpg,14008,12664,13972,9053,8071,13507,8077,5104,14503,13583,6327,12774,5581,7740,6637,8236,8004,5496,13825,9990,13722,10284,8393,8360,5931,10499,12018,12739,11939,5436,6819,6356,13691,5693,11829,9025,7446,9408,11283,6140,6242,8922,14093,5869,5859,7480,5881,9997
vivo,Xplay5,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-xplay5-2.jpg,8062,14136,6086,11152,11783,14404,5882,9639,7271,9169,6475,8596,12372,5732,5894,12514,9389,10784,8974,5237,8966,6267,11356,9522,13553,7073,13122,8457,12138,13819,9874,11112,6168,13674,9178,6603,6445,6775,13474,8765,5358,6498,5611,12093,8650,7580,11121,10147
vivo,Y51,https://cdn2.gsmarena.com/vv/bigpic/vivo-y51.jpg,7621,11895,5303,5650,7483,10191,6544,7990,11407,8747,7840,6532,8406,14378,11325,13936,10144,7392,12554,11738,13161,11051,6534,7071,14391,9017,10513,8960,6860,9042,11214,10166,8679,9814,11312,5133,9745,5350,7063,7501,5719,13531,13303,14241,5896,13157,10930,6290
vivo,X6,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-x6-3.jpg,11883,14410,9875,9323,11398,8861,10407,6483,14109,11935,7997,7663,14550,9085,12372,7955,7315,10655,7055,10309,11030,9478,7335,10059,8141,5532,12067,12801,9437,13902,9356,9244,14697,6042,12418,7405,8689,10769,6290,11388,13595,11643,11003,12354,5330,6734,8527,14424
vivo,X6Plus,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-x6s-plus.jpg,6202,8449,7842,7075,5012,8803,10469,14314,10528,8165,6569,6446,14783,5243,14176,9756,8884,7767,7320,7369,14055,8340,8817,9360,11696,12248,14176,7286,6931,8401,12008,6348,13588,12498,13758,11721,13346,9035,12382,10260,14636,6447,8426,6452,11556,13693,10747,10513
vivo,Y15S,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-y15s-1.jpg,13859,13831,8079,14090,6418,9287,13909,5801,10688,9625,9755,13735,10838,8435,7556,14271,13849,14313,12011,11679,7829,8280,9723,7677,14775,8711,6343,10682,6519,13491,9472,12277,5618,11216,11329,6716,8538,6076,9330,7321,6574,11458,10448,9289,5531,7651,7575,7929
vivo,V1,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-v1.jpg,6700,10116,5343,6585,13241,13523,14358,13534,10832,6639,7068,9788,14950,8910,11444,13404,8642,14105,10129,5339,12945,5664,11432,6429,9914,9715,10585,14301,7195,9478,5953,11655,14336,10003,8558,13189,7521,13946,5115,5171,13804,9555,10565,9382,8114,12128,8065,7709
vivo,V1 Max,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-v1-max.jpg,14249,6721,13519,6853,9519,5008,6482,13988,9464,14533,12158,8145,14386,12731,9252,12984,6811,13427,13843,6681,14638,7739,5890,12144,6641,11678,9740,7804,6980,5480,8323,5399,10911,5992,5729,9911,8320,10557,10161,10259,14634,6637,5746,6716,12141,6168,13502,13044
vivo,Y31,https://cdn2.gsmarena.com/vv/bigpic/vivo-y31.jpg,6703,13583,6637,10393,10113,12977,6148,7299,10204,5578,9112,12579,5096,5680,14312,7946,12181,13610,6275,9771,9799,14688,10913,14725,11864,11444,14499,10488,11986,11182,10777,9045,6093,14387,9665,7778,7341,12645,5298,6876,13098,8197,5098,5163,9344,6110,9065,12520
vivo,Y35,https://cdn2.gsmarena.com/vv/bigpic/vivo-y35.jpg,14333,9338,8903,7204,13579,11496,13167,6328,14012,8221,5378,13954,11507,9315,7524,5711,8391,5659,5591,7044,12459,13216,13448,12135,11204,7045,7869,13492,13466,9093,8758,13064,5138,5106,10542,7725,9667,9332,13313,13435,8470,14187,10340,7052,7123,10188,10614,11758
vivo,Y37,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-y37-2.jpg,7032,10040,8252,11707,5739,12041,9308,10851,5456,10954,13204,9281,9946,10241,9593,11003,8341,6108,12807,10183,5129,7466,7963,6953,7700,14505,10607,12389,8213,13243,12734,13164,9483,11311,13850,11239,14472,7133,11469,9080,7652,8513,12254,11724,5384,5024,5589,11916
vivo,X5Max Platinum Edition,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-x5-max-platinum-edition-3.jpg,7611,7268,14020,5302,8384,11409,12921,13641,6823,8384,10032,13758,7392,6394,12368,10714,5628,14677,10072,7238,10338,11711,12532,6475,9181,14838,14086,12896,6405,11161,10175,10255,9492,13253,11105,13841,11487,11498,13946,6059,10542,7015,10477,5344,13502,8599,13735,5924
vivo,X5Pro,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-x5-pro-2.jpg,11721,7231,8224,10103,6018,8617,11688,12693,10736,7726,6280,8755,6944,8051,13344,8872,11895,6943,5138,11216,8909,8627,9798,10323,14320,13760,14375,8427,5163,9648,10525,6737,5106,10976,14687,7888,10931,12507,14739,8265,12528,7373,11818,14872,7508,12816,13682,7012
vivo,X5Max+,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-x5-max-1.jpg,8573,10703,9902,14371,8950,9037,10624,8075,5998,7568,9876,11166,12169,13793,10869,7167,14893,14698,9046,8585,14807,10573,9396,11199,13198,5953,14154,7134,10612,7016,10782,5206,12910,13838,9706,8614,13860,11827,10355,13431,10318,7623,6900,13094,13096,10268,9630,6339
vivo,X5Max,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-x5-max-1.jpg,5728,8188,13001,13087,14870,12037,7406,7923,10326,12148,12308,12549,6801,11657,7104,6505,13312,7785,12591,5804,6383,11026,13815,8276,5824,11744,9165,6113,8718,14404,8856,12007,9765,11528,13657,9688,12583,8405,9679,6476,9999,6788,9475,14140,9155,8400,6657,7751
vivo,Y11,https://cdn2.gsmarena.com/vv/pics/vivo/vivo-y11.jpg,11682,8630,11168,10932,7016,7794,14765,7535,11888,7668,7332,9561,11177,7067,5698,12111,14931,12982,13562,14487,6575,6577,10832,13859,6662,11162,7715,5644,10871,5370,13068,9412,10981,13527,7859,8478,11636,14644,12528,12836,13443,10311,5142,7001,9581,11516,8880,11810
vivo,X5,https://cdn2.gsmarena.com/vv/bigpic/vivo-x5v.jpg,12402,10673,5549,10023,10193,8343,5062,5003,5045,12347,9485,9705,11838,7750,6759,14063,7612,12641,12850,12003,12951,13166,5376,10935,6563,10586,8224,6329,9290,8797,8841,11805,11644,11196,12154,7703,7509,13813,13305,5227,13556,11186,7059,8313,13993,8687,13624,11706
vivo,Xplay3S,https://cdn2.gsmarena.com/vv/bigpic/vivo-xplay-3s.jpg,7990,6333,13635,6665,13529,10798,11914,11715,12604,14085,9748,13582,13900,9684,7567,7387,5038,7011,13294,7492,5539,10173,10998,9915,13088,12836,9635,8650,14180,9621,7594,7030,6083,14795,5745,10841,5434,13095,12630,6229,5126,11874,14421,8915,13775,12179,6261,7639
vivo,Xshot,https://cdn2.gsmarena.com/vv/bigpic/vivo-xshot.jpg,8479,11699,13293,8648,8765,5274,14454,7720,10325,7792,8653,14790,8694,6149,6287,11559,7849,13546,12824,9082,12790,13780,8346,7658,5325,12339,5175,12453,9092,6513,6407,11521,7422,12427,7101,14531,5807,7696,5426,5082,13509,5163,6768,8608,11281,5672,6594,9387
vivo,X3S,https://cdn2.gsmarena.com/vv/bigpic/vivo-x3s.jpg,13231,5634,7516,7397,12252,5810,11198,7430,5293,14352,5746,11316,10022,12511,12858,8449,8330,5864,10403,12811,6783,8536,10651,9927,8673,13240,7523,13035,12243,10550,12316,8210,10466,5757,12096,5729,10294,10617,13547,5293,7009,12249,13563,14803,6782,11587,12298,5662
Xiaomi,Redmi 4 (4X),https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-4x-3.jpg,11533,7962,7547,13281,12857,13617,14849,5335,12544,9096,10872,10199,9699,12985,5599,6671,9633,14970,6415,14407,12395,7473,8871,9913,8692,13329,10549,5514,11541,13195,12819,6118,14812,9749,5552,9969,10479,10131,13143,6003,11556,8783,9871,6127,8196,8841,8969,6945
Xiaomi,Mi 6,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-6-3.jpg,14757,5663,7949,5892,7085,10140,9334,10202,13500,11312,10806,8369,6953,10425,12986,14935,6395,10519,7354,7837,7300,14856,9718,12559,10916,9296,7728,9697,12315,12802,7712,13410,13688,13546,7999,6193,10689,10205,5407,10697,6862,12688,12867,8341,10247,12548,7981,9407
Xiaomi,Mi Pad 3,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-pad-3-3.jpg,5604,9941,14140,11242,7772,10819,12270,7154,5246,11599,8920,11005,5984,14843,11981,8506,11064,11687,12223,10599,10769,13477,11429,14338,8199,7091,12125,6403,10508,12922,6196,11045,5811,10170,5172,14518,6037,11291,10762,8891,6448,12295,13583,14231,10980,13797,6866,7992
Xiaomi,Mi 5c,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-5c-3.jpg,5289,14827,5386,13964,9061,8620,5485,9504,8666,11387,9472,13504,10295,10947,14734,9634,14202,5008,8323,12905,5289,9201,12796,5327,5761,12027,14086,8168,9798,9891,9710,10347,5633,12194,6606,8431,11157,8412,9388,7919,5496,11890,6992,14889,8476,6504,9070,6187
Xiaomi,Redmi Note 4X,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-note-4x-3.jpg,13950,12188,9501,11067,14785,11159,7519,6106,7728,5028,14596,8241,5546,6380,9803,12972,12960,14764,10843,12385,12984,14807,14765,7127,12340,8449,8754,8774,10488,12703,11941,14802,9315,9332,12250,12263,11212,5447,11412,7026,11482,12200,5083,7558,11845,10809,11246,10897
Xiaomi,Redmi Note 4,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-note4-sn-4.jpg,6828,14989,8840,12484,10305,12550,8942,6082,6702,6810,8763,12631,13311,11335,14655,9667,5984,10188,9403,6496,8515,11050,12164,7825,7043,8664,13927,6567,13592,5343,14235,7082,10966,12451,6945,8580,13998,8526,6379,8206,14825,9003,10254,11365,7721,8428,8346,11288
Xiaomi,Redmi 4a,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-4a-2.jpg,5863,5173,11092,11214,5614,8453,12389,5428,6657,10250,7687,8516,6116,10091,13645,6759,5208,9487,11436,12641,10309,9599,10276,6845,5999,5546,12715,6706,11103,12236,11575,10935,13299,12743,12205,7069,5383,14646,7658,14577,14294,8184,9939,8074,11689,6234,8115,13433
Xiaomi,Redmi 4 (China),https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-4-3.jpg,10962,10509,14460,10334,8005,13285,5567,5820,6455,5242,5890,13268,13106,6385,8653,14304,7436,8667,11722,12507,6700,5520,13922,14465,8600,12356,7612,9572,12979,8442,11092,12246,13642,11768,6412,14556,13693,13802,10951,5764,12589,5742,12664,10174,12106,7883,9553,6510
Xiaomi,Redmi 4 Prime,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-4-prime-new.jpg,13765,6205,5674,6627,10332,11448,6573,14520,10764,10516,9291,8871,5509,6402,13508,10471,9377,12234,8326,8161,9611,8692,6183,5338,5708,13432,7381,9864,8063,11498,8866,7864,14953,7375,9839,10898,11308,13981,5104,9120,7636,11528,8131,10912,13701,11962,7808,9279
Xiaomi,Mi Mix,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mix-03.jpg,12324,7056,9184,12332,12509,7729,5431,13463,7480,11710,8293,5777,9533,8067,10054,12083,10690,11111,10890,14117,9387,10473,8005,10236,11857,6962,13938,10742,8801,6883,7179,11998,6250,11873,11715,5754,6280,8937,9139,7863,12154,5138,13347,10387,13423,5048,13553,15000
Xiaomi,Mi Note 2,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-note2-1.jpg,12341,12174,5581,9613,7895,13492,9085,7682,8590,7805,5807,10483,10400,8846,7463,13760,12498,10168,13097,13925,12361,7581,6469,6554,5393,14744,9706,9745,12834,13360,14012,12402,14908,11558,7269,14220,13482,7609,6557,7543,5954,8074,12487,14551,13797,8583,13943,7790
